"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",,"Gender"
"06","California","06101","Sutter","2017","5.6","",,"Male"
"06","California","06101","Sutter","2017","5.7","",,"Female"
"06","California","06101","Sutter","2018","4.8","",,"Male"
"06","California","06101","Sutter","2018","5.1","",,"Female"
"06","California","06101","Sutter","2019","4.3","",,"Male"
"06","California","06101","Sutter","2019","5.0","",,"Female"
"06","California","06101","Sutter","2020","2.2","",,"Male"
"06","California","06101","Sutter","2020","2.4","",,"Female"
"06","California","06103","Tehama","2016","3.8","",,"Male"
"06","California","06103","Tehama","2016","4.0","",,"Female"
"06","California","06103","Tehama","2017","3.7","",,"Male"
"06","California","06103","Tehama","2017","4.8","",,"Female"
"06","California","06103","Tehama","2018","4.2","",,"Male"
"06","California","06103","Tehama","2018","5.2","",,"Female"
"06","California","06103","Tehama","2019","3.6","",,"Male"
"06","California","06103","Tehama","2019","4.7","",,"Female"
"06","California","06103","Tehama","2020","1.9","",,"Male"
"06","California","06103","Tehama","2020","2.1","",,"Female"
"06","California","06105","Trinity","2016","3.4","",,"Male"
"06","California","06105","Trinity","2016","4.5","",,"Female"
"06","California","06105","Trinity","2017","3.4","",,"Male"
"06","California","06105","Trinity","2017","4.4","",,"Female"
"06","California","06105","Trinity","2018","3.7","",,"Male"
"06","California","06105","Trinity","2018","5.0","",,"Female"
"06","California","06105","Trinity","2019","3.2","",,"Male"
"06","California","06105","Trinity","2019","3.6","",,"Female"
"06","California","06105","Trinity","2020","1.3","",,"Male"
"06","California","06105","Trinity","2020","2.0","",,"Female"
"06","California","06107","Tulare","2016","5.0","",,"Male"
"06","California","06107","Tulare","2016","5.8","",,"Female"
"06","California","06107","Tulare","2017","5.3","",,"Male"
"06","California","06107","Tulare","2017","5.4","",,"Female"
"06","California","06107","Tulare","2018","4.7","",,"Male"
"06","California","06107","Tulare","2018","5.1","",,"Female"
"06","California","06107","Tulare","2019","4.4","",,"Male"
"06","California","06107","Tulare","2019","5.0","",,"Female"
"06","California","06107","Tulare","2020","2.3","",,"Male"
"06","California","06107","Tulare","2020","2.9","",,"Female"
"06","California","06109","Tuolumne","2016","4.0","",,"Male"
"06","California","06109","Tuolumne","2016","4.3","",,"Female"
"06","California","06109","Tuolumne","2017","3.9","",,"Male"
"06","California","06109","Tuolumne","2017","4.7","",,"Female"
"06","California","06109","Tuolumne","2018","4.4","",,"Male"
"06","California","06109","Tuolumne","2018","5.0","",,"Female"
"06","California","06109","Tuolumne","2019","4.7","",,"Male"
"06","California","06109","Tuolumne","2019","5.7","",,"Female"
"06","California","06109","Tuolumne","2020","2.1","",,"Male"
"06","California","06109","Tuolumne","2020","2.7","",,"Female"
"06","California","06111","Ventura","2016","5.0","",,"Male"
"06","California","06111","Ventura","2016","5.9","",,"Female"
"06","California","06111","Ventura","2017","4.7","",,"Male"
"06","California","06111","Ventura","2017","5.7","",,"Female"
"06","California","06111","Ventura","2018","4.7","",,"Male"
"06","California","06111","Ventura","2018","5.4","",,"Female"
"06","California","06111","Ventura","2019","4.7","",,"Male"
"06","California","06111","Ventura","2019","5.6","",,"Female"
"06","California","06111","Ventura","2020","2.2","",,"Male"
"06","California","06111","Ventura","2020","2.9","",,"Female"
"06","California","06113","Yolo","2016","4.5","",,"Male"
"06","California","06113","Yolo","2016","5.0","",,"Female"
"06","California","06113","Yolo","2017","5.7","",,"Male"
"06","California","06113","Yolo","2017","5.8","",,"Female"
"06","California","06113","Yolo","2018","5.0","",,"Male"
"06","California","06113","Yolo","2018","5.3","",,"Female"
"06","California","06113","Yolo","2019","4.1","",,"Male"
"06","California","06113","Yolo","2019","4.8","",,"Female"
"06","California","06113","Yolo","2020","2.1","",,"Male"
"06","California","06113","Yolo","2020","2.4","",,"Female"
"06","California","06115","Yuba","2016","2.6","",,"Male"
"06","California","06115","Yuba","2016","3.0","",,"Female"
"06","California","06115","Yuba","2017","3.3","",,"Male"
"06","California","06115","Yuba","2017","3.7","",,"Female"
"06","California","06115","Yuba","2018","3.1","",,"Male"
"06","California","06115","Yuba","2018","3.4","",,"Female"
"06","California","06115","Yuba","2019","3.2","",,"Male"
"06","California","06115","Yuba","2019","4.4","",,"Female"
"06","California","06115","Yuba","2020","1.8","",,"Male"
"06","California","06115","Yuba","2020","2.2","",,"Female"
